config_id,size,seed,total_distance,vehicle_count,feasible,convergence_iter,wall_time_sec
C3,50,6,392.0089340971093,5,True,36,1.3248152500018477
C3,50,7,366.07413143822225,5,True,41,1.0718267919728532
C3,50,8,399.8008331550457,5,True,28,1.0560818338999525
C3,50,9,378.31851904038876,5,True,21,1.0397387080593035
C3,50,10,401.213990954638,5,True,21,1.041216167039238
C3,50,11,402.2844368138479,5,True,32,1.0538325828965753
C3,50,12,406.16428773677455,5,True,25,1.0674879999132827
C3,50,13,418.93092506894175,5,True,17,1.1782023750711232
C3,50,14,381.5505677055997,5,True,31,1.085700707975775
C3,50,15,391.775374598968,5,True,27,1.0893082090187818
C3,50,16,407.0286568737257,5,True,23,1.0996087499661371
C3,50,17,378.924861449869,5,True,52,1.104980833013542
C3,50,18,406.2504180801838,5,True,22,1.1162103329552338
C3,50,19,417.9017430180274,5,True,12,1.1219495420809835
C3,50,20,420.0971360241076,5,True,14,1.2325777910882607
C3,50,21,400.68802921424447,5,True,19,1.0963403750211
C3,50,22,384.11571462496545,5,True,99,1.1788442090619355
C3,50,23,377.481191001046,5,True,41,1.1281933339778334
C3,50,24,378.90817084388823,5,True,29,1.163830165984109
C3,50,25,406.8684555411709,5,True,62,1.166039334028028
C3,50,26,392.0450410147784,5,True,50,1.1738889169646427
C3,50,27,378.2839726446209,5,True,35,1.2862512919818982
C3,50,28,410.1124186696384,5,True,21,1.1995593750616536
C3,50,29,417.184314458268,5,True,19,1.2074632910080254
C3,100,0,577.2255947510392,8,True,37,4.736368749989197
C3,100,1,584.7005430863146,8,True,34,4.8106621250044554
C3,100,2,619.7613782110354,8,True,24,5.134736584033817
C3,100,3,586.7320394272061,8,True,31,5.178996957954951
C3,100,4,652.1555264399483,8,True,25,5.182329125003889
C3,100,5,585.3771092892019,8,True,32,5.211432458017953
C3,100,6,617.749215665418,8,True,29,5.377330125076696
C3,100,7,651.3808976581839,8,True,29,4.271006124909036
C3,100,8,630.5092270241695,8,True,35,4.2546831669751555
C3,100,9,602.3688106368659,8,True,30,4.359434959013015
C3,100,10,618.8097529437453,8,True,29,4.513630041969009
C3,100,11,582.4680223088379,8,True,29,4.484669792000204
C3,100,12,597.1751140658117,8,True,50,4.721763417008333
C3,100,13,600.2080512702856,8,True,34,4.642683624988422
C3,100,14,609.7708724033885,8,True,31,4.843946167035028
C3,100,15,568.8040775454796,8,True,43,4.921384416986257
C3,100,16,587.0504040218111,8,True,37,4.637975832913071
C3,100,17,597.2261833655422,8,True,46,4.286528458003886
C3,100,18,604.2822183887602,8,True,40,4.245075791026466
C3,100,19,583.5459531676458,8,True,44,4.542800916940905
C3,100,20,590.568678911307,8,True,37,4.54688633303158
C3,100,21,614.4867798390474,8,True,28,4.64628933405038
C3,100,22,614.9654752414735,8,True,32,4.789262291975319
C3,100,23,593.8683325682491,8,True,30,6.426443582982756
C3,100,24,591.1099650134887,8,True,32,4.838880750001408
C3,100,25,590.9397595875531,8,True,36,4.831266332999803
